ShipmentID,ShipDate,Origin,Destination,Route,Distance_km,Weight_tons,Mode,Carrier,BaseCost,FuelCost,OtherCost,TotalCost,Cost_per_TonKm,Fuel_Percentage,FuelPrice
137,31-03-2024,Bangalore,Mumbai,Bangalore-Mumbai,2409,23,Rail,VRLLogistics,83110,20777,4054,107941,1.948147346,19.24847834,106.08
4773,31-03-2024,Bangalore,Delhi,Bangalore-Delhi,2423,11,Rail,IndianRail,39979,9994,953,50926,1.910704236,19.62455327,106.08
3327,31-03-2024,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1313,21,Road,DHL,55146,19301,1579,76026,2.757262539,25.38736748,106.08
3272,31-03-2024,Kolkata,Pune,Kolkata-Pune,426,25,Air,IndigoCargo,42600,19170,1024,62794,5.896150235,30.52839443,106.08
2441,01-04-2024,Pune,Ahmedabad,Pune-Ahmedabad,2284,20,Road,BlueDart,91360,31975,3030,126365,2.766309107,25.30368377,108.63
3735,01-04-2024,Chennai,Delhi,Chennai-Delhi,302,11,Road,IndigoCargo,6644,2325,290,9259,2.7871764,25.1107031,108.63
380,01-04-2024,Pune,Bangalore,Pune-Bangalore,520,20,Road,DHL,20800,7279,1411,29490,2.835576923,24.68294337,108.63
1668,01-04-2024,Kolkata,Pune,Kolkata-Pune,304,22,Rail,IndianRail,10032,2508,270,12810,1.915370813,19.57845433,108.63
2705,01-04-2024,Delhi,Mumbai,Delhi-Mumbai,371,7,Road,IndigoCargo,5194,1817,245,7256,2.793993069,25.04134509,108.63
481,01-04-2024,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1379,28,Road,BlueDart,77224,27028,3490,107742,2.790376049,25.08585324,108.63
611,01-04-2024,Bangalore,Chennai,Bangalore-Chennai,910,6,Air,SpiceJetCargo,21840,9828,667,32335,5.922161172,30.39430957,108.63
282,02-04-2024,Hyderabad,Delhi,Hyderabad-Delhi,2087,7,Road,BlueDart,29218,10226,1109,40553,2.775891574,25.2163835,108.63
621,02-04-2024,Delhi,Mumbai,Delhi-Mumbai,2027,15,Air,IndianRail,121620,54729,7795,184144,6.056372307,29.72076201,108.63
314,02-04-2024,Ahmedabad,Bangalore,Ahmedabad-Bangalore,2119,19,Air,BlueDart,161044,72469,7242,240755,5.979856437,30.1007248,108.63
4729,02-04-2024,Bangalore,Mumbai,Bangalore-Mumbai,1378,25,Road,BlueDart,68900,24115,2762,95777,2.780174165,25.17827871,108.63
1085,02-04-2024,Hyderabad,Chennai,Hyderabad-Chennai,1433,16,Road,VRLLogistics,45856,16049,1985,63890,2.786549197,25.11973705,108.63
4348,02-04-2024,Bangalore,Ahmedabad,Bangalore-Ahmedabad,872,17,Air,BlueDart,59296,26683,1807,87786,5.921883432,30.39550726,108.63
4069,02-04-2024,Kolkata,Delhi,Kolkata-Delhi,2367,19,Rail,VRLLogistics,67459,16864,4418,88741,1.973206146,19.00361727,108.63
2566,02-04-2024,Chennai,Mumbai,Chennai-Mumbai,1421,15,Rail,VRLLogistics,31972,7993,680,40645,1.906873094,19.6653955,108.63
4841,03-04-2024,Kolkata,Mumbai,Kolkata-Mumbai,1145,24,Road,IndigoCargo,54960,19236,3660,77856,2.833187773,24.70715166,108.63
1275,03-04-2024,Delhi,Pune,Delhi-Pune,1884,20,Air,DHL,150720,67824,9259,227803,6.045727176,29.77309342,108.63
1912,03-04-2024,Bangalore,Mumbai,Bangalore-Mumbai,2367,9,Rail,BlueDart,31954,7988,853,40795,1.914988499,19.58083098,108.63
1516,03-04-2024,Pune,Mumbai,Pune-Mumbai,1813,16,Air,IndianRail,116032,52214,2880,171126,5.899269167,30.51202038,108.63
4165,03-04-2024,Ahmedabad,Chennai,Ahmedabad-Chennai,1030,5,Rail,BlueDart,7725,1931,237,9893,1.920970874,19.51885171,108.63
1883,03-04-2024,Delhi,Bangalore,Delhi-Bangalore,783,27,Rail,SpiceJetCargo,31711,7927,1482,41120,1.945035713,19.27772374,108.63
2433,03-04-2024,Kolkata,Bangalore,Kolkata-Bangalore,1810,12,Road,BlueDart,43440,15203,2709,61352,2.824677716,24.77995827,108.63
133,03-04-2024,Delhi,Chennai,Delhi-Chennai,1044,24,Air,IndigoCargo,100224,45100,4622,149946,5.984434866,30.07749456,108.63
4735,04-04-2024,Pune,Kolkata,Pune-Kolkata,1650,13,Road,BlueDart,42900,15014,2378,60292,2.810815851,24.9021429,108.63
295,04-04-2024,Kolkata,Pune,Kolkata-Pune,1063,22,Road,IndianRail,46772,16370,2618,65760,2.811938767,24.89355231,108.63
1329,04-04-2024,Bangalore,Hyderabad,Bangalore-Hyderabad,1958,23,Road,DHL,90068,31523,3374,124965,2.774903406,25.22546313,108.63
3570,04-04-2024,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1064,7,Rail,SpiceJetCargo,11172,2793,668,14633,1.964688507,19.08699515,108.63
1439,04-04-2024,Kolkata,Pune,Kolkata-Pune,491,28,Road,IndigoCargo,27496,9623,1928,39047,2.840194937,24.644659,108.63
1801,05-04-2024,Kolkata,Delhi,Kolkata-Delhi,1619,13,Air,IndianRail,84188,37884,1961,124033,5.893143916,30.5434844,108.63
988,05-04-2024,Delhi,Hyderabad,Delhi-Hyderabad,1922,25,Rail,DHL,72075,18018,4072,94165,1.959729448,19.13449796,108.63
3548,05-04-2024,Chennai,Hyderabad,Chennai-Hyderabad,1665,19,Rail,IndigoCargo,47452,11863,1377,60692,1.918507982,19.54623344,108.63
2617,05-04-2024,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1111,23,Rail,BlueDart,38329,9582,1081,48992,1.917269988,19.55829523,108.63
3699,05-04-2024,Delhi,Bangalore,Delhi-Bangalore,1744,27,Air,DHL,188352,84758,8473,281583,5.979931193,30.10053874,108.63
1190,06-04-2024,Delhi,Bangalore,Delhi-Bangalore,962,20,Road,DHL,38480,13468,1747,53695,2.790800416,25.08240991,108.63
4086,06-04-2024,Pune,Mumbai,Pune-Mumbai,834,29,Road,IndianRail,48372,16930,1650,66952,2.768213016,25.28677261,108.63
4832,06-04-2024,Mumbai,Hyderabad,Mumbai-Hyderabad,1952,10,Air,VRLLogistics,78080,35136,1582,114798,5.881045082,30.606805,108.63
1757,06-04-2024,Pune,Ahmedabad,Pune-Ahmedabad,717,16,Road,VRLLogistics,22944,8030,534,31508,2.74651325,25.48559096,108.63
2018,06-04-2024,Ahmedabad,Chennai,Ahmedabad-Chennai,2463,20,Road,DHL,98520,34482,3040,136042,2.761713358,25.34658414,108.63
27,06-04-2024,Kolkata,Delhi,Kolkata-Delhi,1117,12,Rail,SpiceJetCargo,20106,5026,731,25863,1.929498657,19.43316707,108.63
2494,06-04-2024,Pune,Mumbai,Pune-Mumbai,1478,17,Road,VRLLogistics,50252,17588,3508,71348,2.839608374,24.65100634,108.63
57,06-04-2024,Ahmedabad,Delhi,Ahmedabad-Delhi,2319,9,Air,VRLLogistics,83484,37567,4761,125812,6.028077236,29.85963183,108.63
996,06-04-2024,Chennai,Ahmedabad,Chennai-Ahmedabad,2423,11,Rail,IndigoCargo,39979,9994,1573,51546,1.933966158,19.38850735,108.63
1971,07-04-2024,Bangalore,Ahmedabad,Bangalore-Ahmedabad,751,13,Road,VRLLogistics,19526,6834,509,26869,2.752125371,25.43451561,108.63
2709,07-04-2024,Bangalore,Ahmedabad,Bangalore-Ahmedabad,2077,25,Road,IndigoCargo,103850,36347,7006,147203,2.834915744,24.69175221,108.63
3985,07-04-2024,Pune,Chennai,Pune-Chennai,1210,28,Road,DHL,67760,23716,4387,95863,2.829486423,24.73947195,108.63
902,07-04-2024,Kolkata,Pune,Kolkata-Pune,405,24,Road,SpiceJetCargo,19440,6804,1440,27684,2.848148148,24.57737321,108.63
3472,07-04-2024,Mumbai,Chennai,Mumbai-Chennai,1225,8,Air,SpiceJetCargo,39200,17640,1752,58592,5.97877551,30.10649918,108.63
2123,07-04-2024,Mumbai,Bangalore,Mumbai-Bangalore,330,7,Air,IndianRail,9240,4158,627,14025,6.071428571,29.64705882,108.63
4443,08-04-2024,Mumbai,Kolkata,Mumbai-Kolkata,1738,18,Rail,VRLLogistics,46926,11731,1327,59984,1.917401867,19.55688184,107.91
4111,08-04-2024,Hyderabad,Kolkata,Hyderabad-Kolkata,1581,10,Rail,SpiceJetCargo,23715,5928,527,30170,1.908285895,19.64865761,107.91
3317,08-04-2024,Pune,Mumbai,Pune-Mumbai,1549,19,Road,BlueDart,58862,20601,1994,81457,2.767727906,25.29064414,107.91
337,08-04-2024,Mumbai,Delhi,Mumbai-Delhi,433,21,Road,BlueDart,18186,6365,451,25002,2.749587595,25.45796336,107.91
3292,08-04-2024,Kolkata,Bangalore,Kolkata-Bangalore,1218,27,Rail,BlueDart,49329,12332,3221,64882,1.972936812,19.00681237,107.91
2382,08-04-2024,Bangalore,Delhi,Bangalore-Delhi,779,10,Road,IndianRail,15580,5453,452,21485,2.758023107,25.38049802,107.91
257,08-04-2024,Kolkata,Ahmedabad,Kolkata-Ahmedabad,2086,23,Air,BlueDart,191912,86360,5897,284169,5.922902163,30.3903663,107.91
789,08-04-2024,Chennai,Bangalore,Chennai-Bangalore,2495,30,Road,DHL,149700,52395,4884,206979,2.765250501,25.31416231,107.91
4914,08-04-2024,Chennai,Bangalore,Chennai-Bangalore,544,6,Air,IndianRail,13056,5875,591,19522,5.981004902,30.09425264,107.91
4214,08-04-2024,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,2287,25,Road,VRLLogistics,114350,40022,4553,158925,2.779623962,25.18294793,107.91
254,09-04-2024,Delhi,Hyderabad,Delhi-Hyderabad,641,18,Road,IndianRail,23076,8076,1414,32566,2.822499567,24.79886999,107.91
3677,09-04-2024,Delhi,Ahmedabad,Delhi-Ahmedabad,1277,25,Air,IndigoCargo,127700,57465,6824,191989,6.013750979,29.93140232,107.91
575,09-04-2024,Chennai,Hyderabad,Chennai-Hyderabad,2073,9,Rail,SpiceJetCargo,27985,6996,775,35756,1.916492469,19.56594697,107.91
2972,09-04-2024,Mumbai,Kolkata,Mumbai-Kolkata,1333,24,Rail,DHL,47988,11997,2309,62294,1.947174294,19.2586766,107.91
1381,09-04-2024,Mumbai,Pune,Mumbai-Pune,1550,19,Road,SpiceJetCargo,58900,20615,1742,81257,2.759151104,25.37012196,107.91
1915,09-04-2024,Bangalore,Kolkata,Bangalore-Kolkata,2298,13,Air,VRLLogistics,119496,53773,8311,181580,6.078195086,29.61394427,107.91
1014,09-04-2024,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,682,22,Rail,DHL,22506,5626,1528,29660,1.976806185,18.96830748,107.91
123,09-04-2024,Kolkata,Pune,Kolkata-Pune,673,12,Road,SpiceJetCargo,16152,5653,1126,22931,2.839400693,24.65221752,107.91
3322,09-04-2024,Pune,Chennai,Pune-Chennai,477,14,Road,BlueDart,13356,4674,845,18875,2.826445043,24.76291391,107.91
2616,09-04-2024,Bangalore,Kolkata,Bangalore-Kolkata,2157,9,Road,DHL,38826,13589,2720,55135,2.840107145,24.6467761,107.91
2036,10-04-2024,Kolkata,Bangalore,Kolkata-Bangalore,1490,19,Road,VRLLogistics,56620,19817,1916,78353,2.767679265,25.29194798,107.91
541,10-04-2024,Ahmedabad,Chennai,Ahmedabad-Chennai,964,29,Air,BlueDart,111824,50320,5860,168004,6.009586493,29.95166782,107.91
1472,10-04-2024,Kolkata,Bangalore,Kolkata-Bangalore,1460,21,Air,DHL,122640,55188,7847,185675,6.055936073,29.72290292,107.91
2237,10-04-2024,Pune,Ahmedabad,Pune-Ahmedabad,1727,14,Road,VRLLogistics,48356,16924,2001,67281,2.782736372,25.15420401,107.91
279,10-04-2024,Kolkata,Pune,Kolkata-Pune,2151,14,Air,IndianRail,120456,54205,6118,180779,6.003154679,29.98412426,107.91
2847,10-04-2024,Kolkata,Chennai,Kolkata-Chennai,1284,8,Road,SpiceJetCargo,20544,7190,1441,29175,2.840245327,24.64438732,107.91
2821,10-04-2024,Ahmedabad,Pune,Ahmedabad-Pune,1897,15,Rail,DHL,42682,10670,3163,56515,1.986118433,18.87994338,107.91
2291,10-04-2024,Mumbai,Ahmedabad,Mumbai-Ahmedabad,1904,27,Rail,BlueDart,77112,19278,3492,99882,1.942927171,19.30077491,107.91
3674,10-04-2024,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1753,19,Air,BlueDart,133228,59952,9581,202761,6.087639235,29.5678163,107.91
670,10-04-2024,Delhi,Hyderabad,Delhi-Hyderabad,1984,21,Air,VRLLogistics,166656,74995,9831,251482,6.035954301,29.82121981,107.91
3823,10-04-2024,Mumbai,Hyderabad,Mumbai-Hyderabad,1337,14,Road,BlueDart,37436,13102,2747,53285,2.846725077,24.58853336,107.91
3819,11-04-2024,Chennai,Bangalore,Chennai-Bangalore,626,9,Road,IndigoCargo,11268,3943,639,15850,2.813276535,24.87697161,107.91
4748,11-04-2024,Mumbai,Kolkata,Mumbai-Kolkata,1358,12,Road,SpiceJetCargo,32592,11407,1226,45225,2.775220913,25.22277501,107.91
4767,11-04-2024,Chennai,Hyderabad,Chennai-Hyderabad,593,25,Road,DHL,29650,10377,916,40943,2.761753794,25.34499182,107.91
2243,11-04-2024,Chennai,Mumbai,Chennai-Mumbai,2392,22,Road,DHL,105248,36836,4997,147081,2.794941472,25.04470326,107.91
950,11-04-2024,Ahmedabad,Delhi,Ahmedabad-Delhi,1808,28,Air,IndigoCargo,202496,91123,11440,305059,6.025975822,29.87061519,107.91
2456,11-04-2024,Chennai,Kolkata,Chennai-Kolkata,1373,12,Rail,BlueDart,24714,6178,1719,32611,1.979303229,18.94452792,107.91
2470,11-04-2024,Delhi,Chennai,Delhi-Chennai,511,18,Rail,VRLLogistics,13797,3449,359,17605,1.914003044,19.59102528,107.91
4382,11-04-2024,Hyderabad,Bangalore,Hyderabad-Bangalore,792,27,Air,IndianRail,85536,38491,6691,130718,6.112888141,29.44582995,107.91
253,11-04-2024,Hyderabad,Chennai,Hyderabad-Chennai,1617,23,Road,SpiceJetCargo,74382,26033,4453,104868,2.819714447,24.82454133,107.91
944,12-04-2024,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1798,10,Rail,IndianRail,26970,6742,1972,35684,1.984649611,18.89362179,107.91
2940,12-04-2024,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1310,26,Road,IndigoCargo,68120,23842,5077,97039,2.849060482,24.56950298,107.91
719,12-04-2024,Mumbai,Delhi,Mumbai-Delhi,902,28,Road,SpiceJetCargo,50512,17679,2275,70466,2.790069686,25.08869526,107.91
76,12-04-2024,Chennai,Mumbai,Chennai-Mumbai,654,27,Rail,BlueDart,26487,6621,1376,34484,1.952882546,19.20020879,107.91
2465,12-04-2024,Kolkata,Mumbai,Kolkata-Mumbai,2159,18,Rail,VRLLogistics,58293,14573,3322,76188,1.960475529,19.12768415,107.91
4591,12-04-2024,Pune,Bangalore,Pune-Bangalore,1267,21,Rail,IndigoCargo,39910,9977,2998,52885,1.987634833,18.8654628,107.91
1766,13-04-2024,Delhi,Mumbai,Delhi-Mumbai,627,14,Rail,IndianRail,13167,3291,444,16902,1.925495557,19.47106851,107.91
4857,13-04-2024,Delhi,Ahmedabad,Delhi-Ahmedabad,651,21,Road,IndigoCargo,27342,9569,1179,38090,2.786189745,25.12207929,107.91
2082,13-04-2024,Pune,Chennai,Pune-Chennai,1485,6,Rail,SpiceJetCargo,13365,3341,359,17065,1.915263749,19.5780838,107.91
1874,13-04-2024,Mumbai,Pune,Mumbai-Pune,1323,30,Air,BlueDart,158760,71442,9467,239669,6.038523558,29.80861104,107.91
2136,13-04-2024,Pune,Chennai,Pune-Chennai,980,15,Road,VRLLogistics,29400,10290,920,40610,2.762585034,25.33858656,107.91
2881,13-04-2024,Bangalore,Mumbai,Bangalore-Mumbai,1677,9,Rail,BlueDart,22639,5659,1415,29713,1.968660969,19.04553562,107.91
2880,13-04-2024,Mumbai,Chennai,Mumbai-Chennai,2254,6,Air,DHL,54096,24343,3293,81732,6.043478261,29.78392796,107.91
274,13-04-2024,Mumbai,Ahmedabad,Mumbai-Ahmedabad,2201,28,Road,IndianRail,123256,43139,8365,174760,2.835724022,24.68471046,107.91
598,13-04-2024,Delhi,Hyderabad,Delhi-Hyderabad,1665,17,Rail,VRLLogistics,42457,10614,2354,55425,1.958134605,19.15020298,107.91
524,13-04-2024,Chennai,Bangalore,Chennai-Bangalore,2303,10,Rail,BlueDart,34545,8636,2667,45848,1.990794616,18.83615425,107.91
2778,13-04-2024,Ahmedabad,Pune,Ahmedabad-Pune,1064,9,Air,BlueDart,38304,17236,870,56410,5.890768588,30.55486616,107.91
4459,14-04-2024,Delhi,Pune,Delhi-Pune,1148,7,Road,IndianRail,16072,5625,752,22449,2.793554007,25.0567954,107.91
3278,14-04-2024,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1398,25,Air,VRLLogistics,139800,62910,7537,210247,6.01565093,29.92194895,107.91
2482,14-04-2024,Hyderabad,Kolkata,Hyderabad-Kolkata,1226,10,Road,SpiceJetCargo,24520,8582,693,33795,2.756525285,25.3942891,107.91
4304,14-04-2024,Ahmedabad,Delhi,Ahmedabad-Delhi,794,17,Rail,VRLLogistics,20247,5061,740,26048,1.929767373,19.42951474,107.91
834,14-04-2024,Kolkata,Ahmedabad,Kolkata-Ahmedabad,860,12,Air,IndianRail,41280,18576,2632,62488,6.05503876,29.72730764,107.91
1412,14-04-2024,Bangalore,Kolkata,Bangalore-Kolkata,890,5,Air,IndigoCargo,17800,8010,884,26694,5.998651685,30.00674309,107.91
1633,14-04-2024,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,1414,16,Rail,VRLLogistics,33936,8484,2413,44833,1.981656648,18.92356077,107.91
2776,14-04-2024,Pune,Ahmedabad,Pune-Ahmedabad,2119,25,Air,DHL,211900,95355,13543,320798,6.055648891,29.7243125,107.91
106,14-04-2024,Mumbai,Bangalore,Mumbai-Bangalore,859,14,Rail,DHL,18039,4509,887,23435,1.948694495,19.24045231,107.91
3031,14-04-2024,Pune,Delhi,Pune-Delhi,1130,18,Rail,BlueDart,30510,7627,1763,39900,1.961651917,19.11528822,107.91
104,14-04-2024,Hyderabad,Bangalore,Hyderabad-Bangalore,2465,8,Rail,DHL,29580,7395,2214,39189,1.987271805,18.8700911,107.91
1034,15-04-2024,Delhi,Kolkata,Delhi-Kolkata,1477,19,Air,SpiceJetCargo,112252,50513,3409,166174,5.921462424,30.39765547,110.45
4080,15-04-2024,Bangalore,Mumbai,Bangalore-Mumbai,1393,27,Road,DHL,75222,26327,2395,103944,2.763659568,25.32806126,110.45
4078,15-04-2024,Hyderabad,Kolkata,Hyderabad-Kolkata,1839,25,Rail,IndigoCargo,68962,17240,3812,90014,1.957890158,19.15257627,110.45
127,15-04-2024,Delhi,Bangalore,Delhi-Bangalore,1626,25,Air,VRLLogistics,162600,73170,9830,245600,6.041820418,29.79234528,110.45
1688,15-04-2024,Pune,Kolkata,Pune-Kolkata,1562,19,Road,DHL,59356,20774,3729,83859,2.825628412,24.77253485,110.45
4065,15-04-2024,Chennai,Ahmedabad,Chennai-Ahmedabad,1695,22,Air,BlueDart,149160,67122,6281,222563,5.968436578,30.15865171,110.45
527,15-04-2024,Bangalore,Delhi,Bangalore-Delhi,1300,19,Air,SpiceJetCargo,98800,44460,3814,147074,5.954412955,30.2296803,110.45
475,15-04-2024,Bangalore,Chennai,Bangalore-Chennai,1334,17,Road,DHL,45356,15874,2500,63730,2.810212541,24.9082065,110.45
3158,15-04-2024,Chennai,Ahmedabad,Chennai-Ahmedabad,1496,11,Road,DHL,32912,11519,2627,47058,2.859625668,24.47830337,110.45
1316,15-04-2024,Kolkata,Bangalore,Kolkata-Bangalore,2204,13,Rail,SpiceJetCargo,42978,10744,3148,56870,1.984852715,18.8922103,110.45
3568,15-04-2024,Chennai,Kolkata,Chennai-Kolkata,1911,9,Road,IndianRail,34398,12039,1623,48060,2.794348509,25.04993758,110.45
2526,15-04-2024,Hyderabad,Chennai,Hyderabad-Chennai,479,10,Road,DHL,9580,3353,315,13248,2.765762004,25.30948068,110.45
1525,15-04-2024,Ahmedabad,Mumbai,Ahmedabad-Mumbai,2293,24,Road,DHL,110064,38522,2585,151171,2.746965402,25.48240073,110.45
2948,15-04-2024,Mumbai,Kolkata,Mumbai-Kolkata,1021,26,Rail,BlueDart,39819,9954,1878,51651,1.945716869,19.27165011,110.45
4898,15-04-2024,Delhi,Bangalore,Delhi-Bangalore,872,5,Rail,DHL,6540,1635,365,8540,1.958715596,19.14519906,110.45
1272,16-04-2024,Hyderabad,Kolkata,Hyderabad-Kolkata,646,26,Air,DHL,67184,30232,3999,101415,6.038044773,29.81018587,110.45
2041,16-04-2024,Delhi,Mumbai,Delhi-Mumbai,1570,9,Air,IndianRail,56520,25434,2824,84778,5.999858457,30.00070773,110.45
2785,16-04-2024,Chennai,Mumbai,Chennai-Mumbai,1291,7,Rail,VRLLogistics,13555,3388,1033,17976,1.989155693,18.84735202,110.45
4623,16-04-2024,Mumbai,Bangalore,Mumbai-Bangalore,830,23,Road,DHL,38180,13363,2459,54002,2.828810896,24.7453798,110.45
3319,16-04-2024,Hyderabad,Pune,Hyderabad-Pune,1551,7,Rail,IndigoCargo,16285,4071,1206,21562,1.985999816,18.88043781,110.45
2233,17-04-2024,Ahmedabad,Pune,Ahmedabad-Pune,1176,15,Air,IndigoCargo,70560,31752,3777,106089,6.014115646,29.92958742,110.45
3650,17-04-2024,Hyderabad,Bangalore,Hyderabad-Bangalore,1851,23,Air,IndianRail,170292,76631,12482,259405,6.093181124,29.54106513,110.45
3667,17-04-2024,Chennai,Ahmedabad,Chennai-Ahmedabad,1128,8,Rail,VRLLogistics,13536,3384,695,17615,1.952016844,19.2108998,110.45
3593,17-04-2024,Kolkata,Delhi,Kolkata-Delhi,2174,30,Road,IndianRail,130440,45654,3815,179909,2.758494327,25.37616239,110.45
2942,17-04-2024,Hyderabad,Delhi,Hyderabad-Delhi,2013,22,Road,DHL,88572,31000,4408,123980,2.799530326,25.00403291,110.45
1427,17-04-2024,Chennai,Bangalore,Chennai-Bangalore,1262,7,Air,BlueDart,35336,15901,2163,53400,6.044826806,29.77715356,110.45
3281,17-04-2024,Ahmedabad,Pune,Ahmedabad-Pune,2302,26,Rail,IndigoCargo,89778,22444,5293,117515,1.963426452,19.09883845,110.45
802,17-04-2024,Bangalore,Hyderabad,Bangalore-Hyderabad,1394,25,Rail,SpiceJetCargo,52275,13068,1230,66573,1.910272597,19.62957956,110.45
1256,17-04-2024,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1484,17,Road,IndianRail,50456,17659,2799,70914,2.81092437,24.90199396,110.45
2109,17-04-2024,Kolkata,Chennai,Kolkata-Chennai,1722,13,Air,DHL,89544,40294,3621,133459,5.961717145,30.192044,110.45
3408,17-04-2024,Chennai,Hyderabad,Chennai-Hyderabad,1475,19,Rail,BlueDart,42037,10509,3309,55855,1.993041927,18.81478829,110.45
3078,17-04-2024,Hyderabad,Mumbai,Hyderabad-Mumbai,2482,8,Rail,BlueDart,29784,7446,1919,39149,1.97164585,19.0196429,110.45
89,18-04-2024,Kolkata,Chennai,Kolkata-Chennai,2287,15,Road,BlueDart,68610,24013,2381,95004,2.769392217,25.27577786,110.45
2556,18-04-2024,Kolkata,Chennai,Kolkata-Chennai,1373,25,Air,DHL,137300,61785,7055,206140,6.005535324,29.97234889,110.45
2591,18-04-2024,Bangalore,Pune,Bangalore-Pune,1324,14,Air,SpiceJetCargo,74144,33364,5535,113043,6.098564955,29.51443256,110.45
1720,18-04-2024,Delhi,Kolkata,Delhi-Kolkata,2011,9,Air,IndianRail,72396,32578,4434,109408,6.04497486,29.77661597,110.45
1651,18-04-2024,Pune,Delhi,Pune-Delhi,730,15,Rail,VRLLogistics,16425,4106,1212,21743,1.9856621,18.88423861,110.45
3437,18-04-2024,Bangalore,Hyderabad,Bangalore-Hyderabad,1901,29,Rail,IndigoCargo,82693,20673,5802,109168,1.980228192,18.93686795,110.45
1139,18-04-2024,Mumbai,Ahmedabad,Mumbai-Ahmedabad,2068,28,Rail,DHL,86856,21714,2781,111351,1.92302777,19.50049842,110.45
927,18-04-2024,Bangalore,Ahmedabad,Bangalore-Ahmedabad,1586,20,Rail,VRLLogistics,47580,11895,3028,62503,1.970460277,19.03108651,110.45
498,18-04-2024,Bangalore,Chennai,Bangalore-Chennai,2393,17,Rail,DHL,61021,15255,4044,80320,1.974386077,18.99277888,110.45
3285,18-04-2024,Kolkata,Pune,Kolkata-Pune,2468,13,Rail,DHL,48126,12031,2316,62473,1.947169929,19.25791942,110.45
3988,18-04-2024,Mumbai,Kolkata,Mumbai-Kolkata,1993,23,Air,BlueDart,183356,82510,11927,277793,6.060188922,29.70197233,110.45
4119,19-04-2024,Mumbai,Bangalore,Mumbai-Bangalore,671,16,Road,IndianRail,21472,7515,615,29602,2.757265276,25.38679819,110.45
884,19-04-2024,Mumbai,Chennai,Mumbai-Chennai,528,19,Road,SpiceJetCargo,20064,7022,1316,28402,2.831140351,24.72361101,110.45
2534,19-04-2024,Hyderabad,Pune,Hyderabad-Pune,2474,30,Road,IndigoCargo,148440,51954,4073,204467,2.754877392,25.40947928,110.45
1548,19-04-2024,Mumbai,Chennai,Mumbai-Chennai,1306,17,Road,VRLLogistics,44404,15541,2016,61961,2.790784614,25.08190636,110.45
1521,19-04-2024,Hyderabad,Bangalore,Hyderabad-Bangalore,1499,12,Rail,IndigoCargo,26982,6745,1681,35408,1.968423393,19.04936737,110.45
750,19-04-2024,Delhi,Mumbai,Delhi-Mumbai,1129,29,Air,DHL,130964,58933,10058,199955,6.107174491,29.47313145,110.45
1478,19-04-2024,Bangalore,Kolkata,Bangalore-Kolkata,1257,27,Air,VRLLogistics,135756,61090,6265,203111,5.98459,30.07714993,110.45
4272,19-04-2024,Hyderabad,Bangalore,Hyderabad-Bangalore,2013,10,Road,SpiceJetCargo,40260,14091,2032,56383,2.800943865,24.99157547,110.45
1005,19-04-2024,Hyderabad,Chennai,Hyderabad-Chennai,1759,10,Rail,SpiceJetCargo,26385,6596,1693,34674,1.971233655,19.022899,110.45
4517,19-04-2024,Delhi,Pune,Delhi-Pune,2437,24,Air,IndigoCargo,233952,105278,16330,355560,6.079195732,29.60906739,110.45
593,19-04-2024,Mumbai,Delhi,Mumbai-Delhi,1473,30,Rail,BlueDart,66285,16571,1584,84440,1.910839556,19.6245855,110.45
4804,19-04-2024,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1265,24,Road,DHL,60720,21252,4347,86319,2.843181818,24.62030376,110.45
4669,19-04-2024,Hyderabad,Kolkata,Hyderabad-Kolkata,1840,26,Air,IndianRail,191360,86112,13501,290973,6.082211538,29.59449846,110.45
4955,20-04-2024,Ahmedabad,Chennai,Ahmedabad-Chennai,1668,14,Road,VRLLogistics,46704,16346,1854,64904,2.779376499,25.18488845,110.45
4532,20-04-2024,Bangalore,Kolkata,Bangalore-Kolkata,888,23,Road,DHL,40848,14296,851,55995,2.741627497,25.53085097,110.45
1387,20-04-2024,Mumbai,Kolkata,Mumbai-Kolkata,1811,5,Rail,IndigoCargo,13582,3395,584,17561,1.939370514,19.33261204,110.45
4061,20-04-2024,Bangalore,Hyderabad,Bangalore-Hyderabad,652,25,Road,IndigoCargo,32600,11410,1061,45071,2.765092025,25.31561314,110.45
4752,20-04-2024,Ahmedabad,Pune,Ahmedabad-Pune,2286,5,Road,IndigoCargo,22860,8000,759,31619,2.76631671,25.30124292,110.45
4851,20-04-2024,Kolkata,Ahmedabad,Kolkata-Ahmedabad,2183,20,Rail,VRLLogistics,65490,16372,1342,83204,1.905726065,19.67693861,110.45
