ShipmentID,ShipDate,Origin,Destination,Route,Distance_km,Weight_tons,Mode,Carrier,BaseCost,FuelCost,OtherCost,TotalCost,Cost_per_TonKm,Fuel_Percentage,FuelPrice,New_Fuel_Cost,Scenario1_TotalCost,Scenario3_TotalCost,Scenario4_TotalCost,Ton_Km,CPTK_Original,CPTK_Scenario1,CPTK_Scenario3,CPTK_Scenario4
3524,2024-03-23,Pune,Kolkata,Pune-Kolkata,1694,12,Air,SpiceJetCargo,81312,36590,2520,120422,5.923947264856356,30.38481340618824,106.4,40249.0,124081.0,120358.56999999999,41821.181,20328,5.923947264856356,6.103945297127115,5.920826938213302,2.057319018103109
4144,2024-03-24,Pune,Mumbai,Pune-Mumbai,1655,23,Rail,DHL,57097,14274,3231,74602,1.9598581373965585,19.133535293959948,106.4,15701.400000000001,76029.4,76029.4,28825.319999999996,38065,1.9598581373965585,1.99735715223959,1.99735715223959,0.7572657296729278
501,2024-03-24,Bangalore,Hyderabad,Bangalore-Hyderabad,2175,13,Air,IndianRail,113100,50895,5118,169113,5.981007957559681,30.095261748061947,106.4,55984.50000000001,174202.5,168976.425,56376.017499999994,28275,5.981007957559681,6.161007957559682,5.976177718832891,1.9938467727674622
4710,2024-03-24,Kolkata,Delhi,Kolkata-Delhi,2234,7,Rail,IndigoCargo,23457,5864,744,30065,1.922560429722471,19.504407117911192,106.4,6450.400000000001,30651.4,30651.4,17031.36,15638,1.922560429722471,1.9600588310525644,1.9600588310525644,1.089100908044507
2845,2024-03-24,Ahmedabad,Pune,Ahmedabad-Pune,2481,19,Air,SpiceJetCargo,188556,84850,12230,285636,6.059441227009483,29.70563934518058,106.4,93335.00000000001,294121.0,285297.37,91448.28099999999,47139,6.059441227009483,6.239440802732345,6.052257578650375,1.9399707460913467
3008,2024-03-24,Pune,Ahmedabad,Pune-Ahmedabad,1821,15,Rail,VRLLogistics,40972,10243,1423,52638,1.927073036792971,19.459325962232608,106.4,11267.300000000001,53662.3,53662.3,21847.3,27315,1.927073036792971,1.964572579168955,1.964572579168955,0.7998279333699432
4756,2024-03-24,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1227,25,Air,IndigoCargo,122700,55215,2588,180503,5.8843683781581095,30.58951928776807,106.4,60736.50000000001,186024.5,180443.76499999998,59797.10949999999,30675,5.8843683781581095,6.064368378158109,5.882437326813365,1.9493760228198855
1969,2024-03-24,Delhi,Pune,Delhi-Pune,1077,22,Air,SpiceJetCargo,94776,42649,2957,140382,5.924791086350975,30.380675585188985,106.4,46913.9,144646.9,140307.493,48468.967899999996,23694,5.924791086350975,6.104790242255423,5.92164653498776,2.0456220097915083
1146,2024-03-25,Ahmedabad,Mumbai,Ahmedabad-Mumbai,2120,27,Rail,BlueDart,85860,21465,3442,110767,1.9351327742837177,19.37851526176569,106.08,23611.500000000004,112913.5,112913.5,41606.39,57240,1.9351327742837177,1.9726327742837177,1.9726327742837177,0.7268761355695318
2254,2024-03-25,Mumbai,Ahmedabad,Mumbai-Ahmedabad,1741,16,Rail,BlueDart,41784,10446,2801,55031,1.975552843193567,18.98202831131544,106.08,11490.6,56075.6,56075.6,23644.67,27856,1.975552843193567,2.013052843193567,2.013052843193567,0.8488178489373922
4393,2024-03-25,Pune,Delhi,Pune-Delhi,1835,19,Air,IndianRail,139460,62757,6007,208224,5.97229313064678,30.13917704011065,106.08,69032.70000000001,214499.7,208064.709,68218.9827,34865,5.97229313064678,6.152293130646781,5.967724336727377,1.9566609120894878
3494,2024-03-25,Ahmedabad,Kolkata,Ahmedabad-Kolkata,2155,26,Road,BlueDart,112060,39221,5241,156522,2.793539175441728,25.057819348078866,106.08,43143.100000000006,160444.1,160444.1,53797.21000000001,56030,2.793539175441728,2.8635391754417276,2.8635391754417276,0.9601500981616992
1946,2024-03-25,Kolkata,Bangalore,Kolkata-Bangalore,1846,6,Air,IndianRail,44304,19936,941,65181,5.884886240520044,30.58560009818812,106.08,21929.600000000002,67174.6,65159.362,27109.9086,11076,5.884886240520044,6.06487901769592,5.882932647165042,2.4476262730227516
1224,2024-03-25,Bangalore,Delhi,Bangalore-Delhi,1522,27,Air,VRLLogistics,164376,73969,6346,244691,5.954421570058889,30.22955482629112,106.08,81365.90000000001,252087.90000000002,244525.263,78746.1789,41094,5.954421570058889,6.134421083369835,5.95038845086874,1.9162451671776901
2423,2024-03-25,Ahmedabad,Pune,Ahmedabad-Pune,1286,15,Air,BlueDart,77160,34722,5810,117692,6.101192327630897,29.5024300717126,106.08,38194.200000000004,121164.20000000001,117529.274,41117.8522,19290,6.101192327630897,6.281192327630897,6.0927565578019705,2.1315631000518405
2786,2024-03-25,Chennai,Kolkata,Chennai-Kolkata,1674,30,Road,IndianRail,100440,35154,7120,142714,2.8417761847869376,24.6324817467102,106.08,38669.4,146229.4,146229.4,53306.57,50220,2.8417761847869376,2.9117761847869374,2.9117761847869374,1.0614609717244126
277,2024-03-25,Pune,Chennai,Pune-Chennai,1376,7,Rail,SpiceJetCargo,14448,3612,815,18875,1.9596137873754156,19.136423841059603,106.08,3973.2000000000003,19236.2,19236.2,12116.08,9632,1.9596137873754154,1.9971137873754155,1.9971137873754155,1.2578986710963456
3654,2024-03-25,Pune,Delhi,Pune-Delhi,596,16,Rail,VRLLogistics,14304,3576,970,18850,1.976719798657718,18.97082228116711,106.08,3933.6000000000004,19207.6,19207.6,11561.849999999999,9536,1.976719798657718,2.014219798657718,2.014219798657718,1.212442323825503
845,2024-03-25,Mumbai,Pune,Mumbai-Pune,1847,17,Rail,SpiceJetCargo,47098,11774,2989,61861,1.97015828529571,19.032993323741938,106.08,12951.400000000001,63038.4,63038.4,26804.72,31399,1.97015828529571,2.0076562947864582,2.0076562947864582,0.8536806904678493
363,2024-03-26,Pune,Ahmedabad,Pune-Ahmedabad,1426,5,Road,IndigoCargo,14260,4991,473,19724,2.7663394109396915,25.304197931454063,106.08,5490.1,20223.1,20223.1,11815.539999999997,7130,2.7663394109396915,2.8363394109396913,2.8363394109396913,1.657158485273492
4998,2024-03-26,Kolkata,Ahmedabad,Kolkata-Ahmedabad,2241,10,Road,BlueDart,44820,15686,2751,63257,2.8227130745203035,24.79725563969205,106.08,17254.600000000002,64825.600000000006,64825.600000000006,27309.309999999998,22410,2.8227130745203035,2.8927086122266847,2.8927086122266847,1.2186215975011154
1200,2024-03-26,Pune,Bangalore,Pune-Bangalore,1641,29,Rail,IndianRail,71383,17845,2325,91553,1.923826934795856,19.491442115495943,106.08,19629.5,93337.5,93337.5,35472.28,47589,1.923826934795856,1.9613250961356616,1.9613250961356616,0.745388219966799
4038,2024-03-26,Hyderabad,Delhi,Hyderabad-Delhi,1667,19,Air,DHL,126692,57011,4607,188310,5.945442490449278,30.275078328288465,106.08,62712.100000000006,194011.1,188190.767,67393.47009999999,31673,5.945442490449278,6.125441227543965,5.941677990717646,2.1277892874056765
1279,2024-03-26,Kolkata,Bangalore,Kolkata-Bangalore,987,22,Air,SpiceJetCargo,86856,39085,6446,132387,6.096849958552086,29.523291561860304,106.08,42993.5,136295.5,132206.635,47224.0905,21714,6.096849958552086,6.276849037487335,6.088543566362715,2.1748222575297045
2964,2024-03-26,Bangalore,Kolkata,Bangalore-Kolkata,1411,30,Rail,IndigoCargo,63495,15873,3226,82594,1.9511930073234116,19.218103009903867,106.08,17460.300000000003,84181.3,84181.3,32856.04,42330,1.9511930073234114,1.9886912355303568,1.9886912355303568,0.7761880463028585
3880,2024-03-26,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1976,5,Rail,DHL,14820,3705,1172,19697,1.9936234817813765,18.809971061582985,106.08,4075.5000000000005,20067.5,20067.5,11684.23,9880,1.9936234817813765,2.0311234817813766,2.0311234817813766,1.1826143724696356
981,2024-03-26,Mumbai,Delhi,Mumbai-Delhi,1006,18,Air,DHL,72432,32594,3120,108146,5.972277446432516,30.13888632034472,106.08,35853.4,111405.4,108063.238,39338.401399999995,18108,5.972277446432516,6.152275237464104,5.967706980340181,2.172432151535233
4508,2024-03-26,Hyderabad,Pune,Hyderabad-Pune,2380,18,Air,BlueDart,171360,77112,7839,256311,5.982983193277311,30.0853260297061,106.08,84823.20000000001,264022.2,256101.534,82022.8502,42840,5.9829831932773105,6.162983193277311,5.978093697478992,1.9146323576097106
300,2024-03-27,Pune,Delhi,Pune-Delhi,958,23,Rail,VRLLogistics,33051,8262,2465,43778,1.9868385222837432,18.87249303303029,106.08,9088.2,44604.2,44604.2,19180.829999999998,22034,1.9868385222837432,2.0243351184532994,2.0243351184532994,0.8705105745665789
4926,2024-03-27,Pune,Mumbai,Pune-Mumbai,703,26,Air,DHL,73112,32900,5422,111434,6.09661888609257,29.524202667049558,106.08,36190.0,114724.0,111282.28,39401.184,18278,6.09661888609257,6.276616697669329,6.088318196739249,2.155661669766933
852,2024-03-27,Kolkata,Chennai,Kolkata-Chennai,1872,21,Rail,VRLLogistics,58968,14742,3821,77531,1.9721967846967847,19.01432975197018,106.08,16216.2,79005.2,79005.2,30327.899999999998,39312,1.9721967846967847,2.009696784696785,2.009696784696785,0.7714667277167276
1564,2024-03-27,Bangalore,Hyderabad,Bangalore-Hyderabad,462,9,Rail,IndianRail,6237,1559,383,8179,1.9670514670514672,19.061009903411176,106.08,1714.9,8334.9,8334.9,8183.5599999999995,4158,1.9670514670514672,2.0045454545454544,2.0045454545454544,1.968148148148148
2872,2024-03-27,Chennai,Ahmedabad,Chennai-Ahmedabad,2256,7,Rail,BlueDart,23688,5922,1560,31170,1.9737841945288757,18.9990375360924,106.08,6514.200000000001,31762.2,31762.2,15889.630000000001,15792,1.9737841945288754,2.0112841945288755,2.0112841945288755,1.0061822441742656
2578,2024-03-27,Delhi,Pune,Delhi-Pune,1106,17,Rail,VRLLogistics,28203,7050,928,36181,1.924316562067865,19.48536524695282,106.08,7755.000000000001,36886.0,36886.0,17442.52,18802,1.924316562067865,1.961812573130518,1.961812573130518,0.9276949260716946
2158,2024-03-28,Bangalore,Mumbai,Bangalore-Mumbai,1415,8,Road,BlueDart,22640,7923,985,31548,2.7869257950530035,25.114111829593,106.08,8715.300000000001,32340.300000000003,32340.300000000003,16622.15,11320,2.7869257950530035,2.856916961130742,2.856916961130742,1.4683878091872793
1238,2024-03-28,Ahmedabad,Delhi,Ahmedabad-Delhi,1951,9,Rail,BlueDart,26338,6584,2038,34960,1.9910017654763936,18.832951945080094,106.08,7242.400000000001,35618.4,35618.4,18667.2,17559,1.9910017654763938,2.0284982060481807,2.0284982060481807,1.0631129335383565
470,2024-03-28,Kolkata,Hyderabad,Kolkata-Hyderabad,909,11,Road,DHL,19998,6999,1583,28580,2.8582858285828583,24.489153254023798,106.08,7698.900000000001,29279.9,29279.9,15624.789999999999,9999,2.8582858285828583,2.9282828282828284,2.9282828282828284,1.5626352635263525
467,2024-03-28,Ahmedabad,Pune,Ahmedabad-Pune,2209,23,Rail,SpiceJetCargo,76210,19052,2779,98041,1.9296750447772943,19.43268632510888,106.08,20957.2,99946.2,99946.2,35842.92999999999,50807,1.9296750447772946,1.967173814631842,1.967173814631842,0.7054722774420846
3115,2024-03-28,Kolkata,Bangalore,Kolkata-Bangalore,1223,20,Rail,VRLLogistics,36690,9172,1715,47577,1.9450940310711369,19.27822267061816,106.08,10089.2,48494.2,48494.2,22110.359999999997,24460,1.9450940310711367,1.982591986917416,1.982591986917416,0.9039394930498772
1753,2024-03-28,Chennai,Pune,Chennai-Pune,1651,29,Road,IndigoCargo,95758,33515,2598,131871,2.7542555191211178,25.414988890658297,106.08,36866.5,135222.5,135222.5,46150.65,47879,2.7542555191211178,2.824254892541615,2.824254892541615,0.9639017105620419
1582,2024-03-28,Chennai,Delhi,Chennai-Delhi,2317,28,Rail,DHL,97314,24328,2671,124313,1.9161631419939575,19.56995648081858,106.08,26760.800000000003,126745.8,126745.8,44667.78999999999,64876,1.9161631419939578,1.9536623712929282,1.9536623712929282,0.6885102349096738
4478,2024-03-28,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1403,20,Road,DHL,56120,19642,4299,80061,2.853207412687099,24.533792982850574,106.08,21606.2,82025.2,82025.2,32339.899999999998,28060,2.853207412687099,2.923207412687099,2.923207412687099,1.152526728439059
2549,2024-03-29,Bangalore,Delhi,Bangalore-Delhi,2220,17,Road,VRLLogistics,75480,26418,4824,106722,2.827821939586645,24.75403384494293,106.08,29059.800000000003,109363.8,109363.8,38197.74,37740,2.8278219395866455,2.8978219395866454,2.8978219395866454,1.0121287758346582
3120,2024-03-29,Hyderabad,Chennai,Hyderabad-Chennai,1429,9,Air,SpiceJetCargo,51444,23149,2515,77108,5.995490241816344,30.021528246096384,106.08,25463.9,79422.9,77040.21299999999,29284.7339,12861,5.995490241816344,6.175484021460228,5.990219500816421,2.2770184200295467
3938,2024-03-29,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,628,22,Rail,VRLLogistics,20724,5181,825,26730,1.9347133757961783,19.38271604938272,106.08,5699.1,27248.1,27248.1,17875.309999999998,13816,1.9347133757961783,1.9722133757961782,1.9722133757961782,1.2938122466705269
3045,2024-03-29,Bangalore,Mumbai,Bangalore-Mumbai,1773,28,Air,SpiceJetCargo,198576,89359,4122,292057,5.883027153331722,30.596424670526645,106.08,98294.90000000001,300992.9,291963.113,94508.9939,49644,5.883027153331722,6.063026750463299,5.8811359479494,1.9037344674079446
3768,2024-03-29,Hyderabad,Kolkata,Hyderabad-Kolkata,1471,17,Air,IndigoCargo,100028,45012,4358,149398,5.974247210780981,30.12891738845232,106.08,49513.200000000004,153899.2,149282.22400000002,50376.6172,25007,5.974247210780981,6.154244811452794,5.96961746710921,2.0145006278242095
1231,2024-03-29,Delhi,Ahmedabad,Delhi-Ahmedabad,2256,26,Rail,SpiceJetCargo,87984,21996,2364,112344,1.915302782324059,19.579149754326,106.08,24195.600000000002,114543.6,114543.6,40242.31,58656,1.915302782324059,1.952802782324059,1.952802782324059,0.6860732064920895
1028,2024-03-29,Hyderabad,Mumbai,Hyderabad-Mumbai,1340,8,Rail,DHL,16080,4020,714,20814,1.9416044776119403,19.31392332084174,106.08,4422.0,21216.0,21216.0,13354.65,10720,1.9416044776119403,1.9791044776119402,1.9791044776119402,1.2457695895522387
3232,2024-03-29,Chennai,Ahmedabad,Chennai-Ahmedabad,1684,19,Rail,BlueDart,47994,11998,3077,63069,1.97115264408051,19.023609063089637,106.08,13197.800000000001,64268.8,64268.8,25641.61,31996,1.97115264408051,2.0086510813851732,2.0086510813851732,0.8014004875609452
4680,2024-03-29,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,1644,30,Rail,DHL,73980,18495,4020,96495,1.9565085158150848,19.16679620705736,106.08,20344.5,98344.5,98344.5,39204.229999999996,49320,1.9565085158150852,1.994008515815085,1.994008515815085,0.7948951743714516
2793,2024-03-29,Pune,Bangalore,Pune-Bangalore,626,23,Air,BlueDart,57592,25916,2797,86305,5.9942353104597865,30.028387694803317,106.08,28507.600000000002,88896.6,86229.702,33339.9406,14398,5.9942353104597865,6.174232532296153,5.989005556327268,2.3155952632310046
563,2024-03-29,Pune,Kolkata,Pune-Kolkata,2252,29,Rail,IndianRail,97962,24490,7765,130217,1.9938904881484656,18.807068201540503,106.08,26939.000000000004,132666.0,132666.0,45513.409999999996,65308,1.9938904881484658,2.0313897225454767,2.0313897225454767,0.6969040546334292
3618,2024-03-29,Chennai,Mumbai,Chennai-Mumbai,649,19,Rail,IndigoCargo,18496,4624,937,24057,1.9509366636931311,19.22101675188095,106.08,5086.400000000001,24519.4,24519.4,12575.720000000001,12331,1.9509366636931311,1.9884356499878357,1.9884356499878357,1.0198459167950695
1723,2024-03-29,Delhi,Mumbai,Delhi-Mumbai,387,23,Road,SpiceJetCargo,17802,6230,836,24868,2.793843388383328,25.05227601737172,106.08,6853.000000000001,25491.0,25491.0,12853.689999999999,8901,2.7938433883833276,2.863835524098416,2.863835524098416,1.444072576115043
1113,2024-03-29,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1822,16,Air,IndigoCargo,116608,52473,8629,177710,6.095979692645445,29.52731979067019,106.08,57720.3,182957.3,177468.58099999998,58904.55429999999,29152,6.095979692645445,6.275977634467617,6.087698305433588,2.020600792398463
1217,2024-03-29,Hyderabad,Delhi,Hyderabad-Delhi,487,9,Air,IndigoCargo,17532,7889,755,26176,5.972165183664157,30.13829462102689,106.08,8677.900000000001,26964.9,26155.953,18783.0259,4383,5.972165183664157,6.152156057494867,5.967591375770021,4.285426853753137
10,2024-03-29,Chennai,Mumbai,Chennai-Mumbai,1642,9,Road,VRLLogistics,29556,10344,1025,40925,2.769319258357017,25.27550397067807,106.08,11378.400000000001,41959.4,41959.4,17807.72,14778,2.769319258357017,2.839315198267695,2.839315198267695,1.2050155636757343
1347,2024-03-29,Mumbai,Bangalore,Mumbai-Bangalore,1696,24,Road,SpiceJetCargo,81408,28492,4232,114132,2.8039504716981134,24.96407668313882,106.08,31341.2,116981.2,116981.2,40254.55,40704,2.8039504716981134,2.873948506289308,2.873948506289308,0.9889580876572328
4678,2024-03-30,Delhi,Hyderabad,Delhi-Hyderabad,1344,5,Road,IndigoCargo,13440,4704,847,18991,2.826041666666667,24.76962771839292,106.08,5174.400000000001,19461.4,19461.4,11549.23,6720,2.826041666666667,2.896041666666667,2.896041666666667,1.7186354166666666
1008,2024-03-30,Kolkata,Ahmedabad,Kolkata-Ahmedabad,937,10,Air,SpiceJetCargo,37480,16866,1855,56201,5.997972251867663,30.010142168288823,106.08,18552.600000000002,57887.600000000006,56150.972,24706.9216,9370,5.997972251867663,6.177972251867663,5.992633084311633,2.6368112700106727
833,2024-03-30,Mumbai,Ahmedabad,Mumbai-Ahmedabad,1255,16,Road,SpiceJetCargo,40160,14056,1396,55612,2.7695219123505974,25.275120477594765,106.08,15461.6,57017.6,57017.6,23927.269999999997,20080,2.7695219123505974,2.8395219123505977,2.8395219123505977,1.1915971115537847
4253,2024-03-30,Kolkata,Mumbai,Kolkata-Mumbai,1844,11,Air,BlueDart,81136,36511,3658,121305,5.980329323604812,30.098512015168374,106.08,40162.100000000006,124956.1,121207.417,43068.435099999995,20284,5.980329323604812,6.160328337605995,5.975518487477815,2.123271302504437
3378,2024-03-30,Hyderabad,Bangalore,Hyderabad-Bangalore,323,12,Air,VRLLogistics,15504,6976,501,22981,5.92905056759546,30.355511074365783,106.08,7673.6,23678.6,22968.242,13737.5926,3876,5.92905056759546,6.109029927760577,5.92575902992776,3.544270536635707
1934,2024-03-30,Chennai,Pune,Chennai-Pune,1515,29,Road,BlueDart,87870,30754,6958,125582,2.85835893934221,24.489178385437405,106.08,33829.4,128657.4,128657.4,44181.119999999995,43935,2.85835893934221,2.9283578012973708,2.9283578012973708,1.0056019119153294
24,2024-03-30,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,1835,27,Rail,IndianRail,74317,18579,2469,95365,1.9248158239983848,19.481990247994545,106.08,20436.9,97222.9,97222.9,38867.75,49545,1.9248158239983852,1.9623150671107072,1.9623150671107072,0.7844938944393985
933,2024-03-31,Bangalore,Kolkata,Bangalore-Kolkata,796,10,Road,BlueDart,15920,5572,426,21918,2.7535175879396987,25.422027557258875,106.08,6129.200000000001,22475.2,22475.2,14344.21,7960,2.7535175879396987,2.8235175879396985,2.8235175879396985,1.802036432160804
756,2024-03-31,Pune,Bangalore,Pune-Bangalore,1458,20,Road,SpiceJetCargo,58320,20412,2359,81091,2.7808984910836765,25.171720659505983,106.08,22453.2,83132.2,83132.2,32410.69,29160,2.7808984910836765,2.8508984910836763,2.8508984910836763,1.111477709190672
3964,2024-03-31,Chennai,Hyderabad,Chennai-Hyderabad,2307,15,Air,SpiceJetCargo,138420,62289,3857,204566,5.911457881808987,30.44934153280604,106.08,68517.90000000001,210794.90000000002,204471.053,66904.1459,34605,5.911457881808987,6.091457881808988,5.908714145354718,1.9333664470452248
137,2024-03-31,Bangalore,Mumbai,Bangalore-Mumbai,2409,23,Rail,VRLLogistics,83110,20777,4054,107941,1.9481473460032128,19.248478335386924,106.08,22854.7,110018.7,110018.7,39925.67,55407,1.9481473460032126,1.985646217986897,1.985646217986897,0.7205889147580631
4773,2024-03-31,Bangalore,Delhi,Bangalore-Delhi,2423,11,Rail,IndianRail,39979,9994,953,50926,1.9107042359209092,19.624553273377057,106.08,10993.400000000001,51925.4,51925.4,20966.219999999998,26653,1.9107042359209094,1.9482009529884066,1.9482009529884066,0.7866364011555922
3327,2024-03-31,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1313,21,Road,DHL,55146,19301,1579,76026,2.7572625394407573,25.38736747954647,106.08,21231.100000000002,77956.1,77956.1,31119.170000000002,27573,2.7572625394407573,2.8272621767671273,2.8272621767671273,1.1286102346498388
3272,2024-03-31,Kolkata,Pune,Kolkata-Pune,426,25,Air,IndigoCargo,42600,19170,1024,62794,5.896150234741784,30.528394432589103,106.08,21087.0,64711.0,62769.67,24366.570999999996,10650,5.896150234741784,6.076150234741784,5.893865727699531,2.287940938967136
2441,2024-04-01,Pune,Ahmedabad,Pune-Ahmedabad,2284,20,Road,BlueDart,91360,31975,3030,126365,2.7663091068301227,25.303683773196692,108.63,35172.5,129562.5,129562.5,44617.36,45680,2.7663091068301227,2.8363069176882663,2.8363069176882663,0.9767373029772329
3735,2024-04-01,Chennai,Delhi,Chennai-Delhi,302,11,Road,IndigoCargo,6644,2325,290,9259,2.7871763997591814,25.110703099686795,108.63,2557.5,9491.5,9491.5,9491.5,3322,2.7871763997591814,2.857164358819988,2.857164358819988,2.857164358819988
380,2024-04-01,Pune,Bangalore,Pune-Bangalore,520,20,Road,DHL,20800,7279,1411,29490,2.835576923076923,24.682943370634117,108.63,8006.900000000001,30217.9,30217.9,16536.4,10400,2.835576923076923,2.9055673076923076,2.9055673076923076,1.5900384615384617
1668,2024-04-01,Kolkata,Pune,Kolkata-Pune,304,22,Rail,IndianRail,10032,2508,270,12810,1.9153708133971288,19.578454332552692,108.63,2758.8,13060.8,13060.8,9453.91,6688,1.9153708133971292,1.952870813397129,1.952870813397129,1.4135630980861245
2705,2024-04-01,Delhi,Mumbai,Delhi-Mumbai,371,7,Road,IndigoCargo,5194,1817,245,7256,2.7939930689256838,25.041345093715545,108.63,1998.7000000000003,7437.700000000001,7437.700000000001,7437.700000000001,2597,2.7939930689256833,2.863958413554101,2.863958413554101,2.863958413554101
481,2024-04-01,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1379,28,Road,BlueDart,77224,27028,3490,107742,2.790376048896716,25.085853242004045,108.63,29730.800000000003,110444.8,110444.8,40865.78,38612,2.790376048896716,2.8603750129493424,2.8603750129493424,1.0583699368072101
611,2024-04-01,Bangalore,Chennai,Bangalore-Chennai,910,6,Air,SpiceJetCargo,21840,9828,667,32335,5.922161172161172,30.394309571671563,108.63,10810.800000000001,33317.8,32318.266000000003,21580.639799999997,5460,5.922161172161172,6.102161172161173,5.919096336996337,3.9524981318681314
282,2024-04-02,Hyderabad,Delhi,Hyderabad-Delhi,2087,7,Road,BlueDart,29218,10226,1109,40553,2.7758915736874528,25.21638349813824,108.63,11248.6,41575.6,41575.6,23408.92,14609,2.7758915736874528,2.845889520158806,2.845889520158806,1.602362926962831
621,2024-04-02,Delhi,Mumbai,Delhi-Mumbai,2027,15,Air,IndianRail,121620,54729,7795,184144,6.056372307186318,29.72076201233817,108.63,60201.9,189616.9,183928.39299999998,60384.90789999999,30405,6.056372307186318,6.2363723071863175,6.049281137970728,1.9860190067423118
314,2024-04-02,Ahmedabad,Bangalore,Ahmedabad-Bangalore,2119,19,Air,BlueDart,161044,72469,7242,240755,5.979856436750205,30.100724803223198,108.63,79715.90000000001,248001.90000000002,240561.84300000002,77411.3429,40261,5.979856436750205,6.159854449715606,5.975058816224138,1.9227377089491071
4729,2024-04-02,Bangalore,Mumbai,Bangalore-Mumbai,1378,25,Road,BlueDart,68900,24115,2762,95777,2.7801741654571845,25.178278709919915,108.63,26526.500000000004,98188.5,98188.5,36376.61,34450,2.7801741654571845,2.8501741654571844,2.8501741654571844,1.0559248185776489
1085,2024-04-02,Hyderabad,Chennai,Hyderabad-Chennai,1433,16,Road,VRLLogistics,45856,16049,1985,63890,2.786549197487788,25.119737048051334,108.63,17653.9,65494.9,65494.9,25821.14,22928,2.786549197487788,2.8565465806001398,2.8565465806001398,1.12618370551291
4348,2024-04-02,Bangalore,Ahmedabad,Bangalore-Ahmedabad,872,17,Air,BlueDart,59296,26683,1807,87786,5.921883432271992,30.39550725628232,108.63,29351.300000000003,90454.3,87740.671,33022.1113,14824,5.921883432271992,6.101882083108473,5.918825620615219,2.2276113936859145
4069,2024-04-02,Kolkata,Delhi,Kolkata-Delhi,2367,19,Rail,VRLLogistics,67459,16864,4418,88741,1.973206145909768,19.003617268230016,108.63,18550.4,90427.4,90427.4,34964.159999999996,44973,1.973206145909768,2.0107042002979565,2.0107042002979565,0.777447802014542
2566,2024-04-02,Chennai,Mumbai,Chennai-Mumbai,1421,15,Rail,VRLLogistics,31972,7993,680,40645,1.9068730940652123,19.66539549760118,108.63,8792.300000000001,41444.3,41444.3,17653.190000000002,21315,1.9068730940652123,1.9443725076237393,1.9443725076237393,0.8282050199390102
4841,2024-04-03,Kolkata,Mumbai,Kolkata-Mumbai,1145,24,Road,IndigoCargo,54960,19236,3660,77856,2.8331877729257644,24.70715166461159,108.63,21159.600000000002,79779.6,79779.6,30640.09,27480,2.8331877729257644,2.9031877729257642,2.9031877729257642,1.114995997088792
1275,2024-04-03,Delhi,Pune,Delhi-Pune,1884,20,Air,DHL,150720,67824,9259,227803,6.045727176220807,29.773093418436105,108.63,74606.40000000001,234585.40000000002,227547.83800000002,74641.0714,37680,6.045727176220807,6.225727176220808,6.0389553609341835,1.9809201539278132
1912,2024-04-03,Bangalore,Mumbai,Bangalore-Mumbai,2367,9,Rail,BlueDart,31954,7988,853,40795,1.9149884992724029,19.58083098418924,108.63,8786.800000000001,41593.8,41593.8,19398.2,21303,1.9149884992724029,1.9524855654133222,1.9524855654133222,0.9105853635638174
1516,2024-04-03,Pune,Mumbai,Pune-Mumbai,1813,16,Air,IndianRail,116032,52214,2880,171126,5.8992691671263096,30.51202038264203,108.63,57435.4,176347.4,171056.978,57333.5934,29008,5.8992691671263096,6.0792677881963595,5.896889754550469,1.9764752275234418
4165,2024-04-03,Ahmedabad,Chennai,Ahmedabad-Chennai,1030,5,Rail,BlueDart,7725,1931,237,9893,1.920970873786408,19.518851713332666,108.63,2124.1000000000004,10086.1,10086.1,8272.89,5150,1.9209708737864077,1.958466019417476,1.958466019417476,1.6063864077669903
1883,2024-04-03,Delhi,Bangalore,Delhi-Bangalore,783,27,Rail,SpiceJetCargo,31711,7927,1482,41120,1.9450357125963769,19.27772373540856,108.63,8719.7,41912.7,41912.7,18478.1,21141,1.9450357125963766,1.982531573719313,1.982531573719313,0.8740409630575658
2433,2024-04-03,Kolkata,Bangalore,Kolkata-Bangalore,1810,12,Road,BlueDart,43440,15203,2709,61352,2.824677716390424,24.77995827356892,108.63,16723.300000000003,62872.3,62872.3,26423.789999999997,21720,2.8246777163904238,2.8946731123388583,2.8946731123388583,1.2165649171270716
133,2024-04-03,Delhi,Chennai,Delhi-Chennai,1044,24,Air,IndigoCargo,100224,45100,4622,149946,5.984434865900383,30.07749456470996,108.63,49610.00000000001,154456.0,149822.32,51137.706000000006,25056,5.984434865900383,6.164431673052363,5.979498722860792,2.040936542145594
4735,2024-04-04,Pune,Kolkata,Pune-Kolkata,1650,13,Road,BlueDart,42900,15014,2378,60292,2.810815850815851,24.90214290453128,108.63,16515.4,61793.4,61793.4,24251.63,21450,2.810815850815851,2.880811188811189,2.880811188811189,1.1306121212121212
